,count,mean,std,min,25%,50%,75%,max
CvdVax_DisparityY,734.0,9.363123887185296,10.44130724669318,-66.84824823348099,4.473816764978091,8.39240464781519,14.379028818877316,54.61260600556579
MedianInc_WholeAvg,734.0,-2.8557235292810564e-16,1.0,-1.9282729130314895,-0.6446935969349211,-0.2272685356503028,0.35659905825079274,5.308162359027521
MedianInc_Disparity,734.0,9.680418743325615e-18,0.9999999999999998,-5.768412187115911,-0.46992331498788514,0.06338407972092139,0.5631327111618614,4.541687003185225
HighSchool_WholeRate,734.0,1.742475373798611e-16,1.0,-4.724670698022699,-0.5665410797500545,0.18051271607520022,0.7443269016036942,1.8531614664763973
HighSchool_Disparity,734.0,2.9041256229976844e-17,1.0,-4.674246842695329,-0.550951234677189,-0.06548676706649142,0.495634500691329,4.467616508415223
FacNumRate,734.0,-7.744334994660492e-17,1.0,-1.9845756553112286,-0.584504400039924,-0.21725598165865237,0.2452569433348057,6.227083914059244
CaseRate,734.0,2.8073214355644286e-16,1.0,-2.729663449455094,-0.6722732101857505,-0.002605857754028656,0.6203457877607274,5.6772184132461705
IT_WholeRate,734.0,-8.7123768689930545e-16,1.0,-3.8173967397801354,-0.5579042690237415,0.10679048782625444,0.7039494137663577,2.068884101629449
IT_Disparity,734.0,9.680418743325616e-17,1.0,-2.8718016641179482,-0.5716098240857789,-0.04916131776809103,0.5394797594857736,6.035827167579086
urban,734.0,0.5967302452316077,0.4908885400820043,0.0,0.0,1.0,1.0,1.0
vehicle,734.0,-3.426868235137268e-15,0.9999999999999998,-14.129855458566992,-0.22108411143820775,0.14280816217853018,0.4662679609489658,1.153620033336148
republican_rate,734.0,2.3233004983981475e-16,1.0,-3.073764646783365,-0.6814428230489729,0.09150377469648752,0.7889369924752249,1.9114570188620985
Segregation,734.0,-4.646600996796295e-16,1.0,-2.750095721020794,-0.7184900344581961,0.055312957399449005,0.7201359297472747,2.5517969266878193
racial_weighted_bias,734.0,1.514985533330459e-15,1.0,-5.043653194129617,-0.4500010296307352,0.059264911052503144,0.4656843981943342,2.455557187676203
hesitancy,734.0,-4.2593842470632707e-16,1.0,-2.442448737361727,-0.7939362102596512,0.030320053291386494,0.5798242289920783,2.5030888439444996
Black_Prop,734.0,1.839279561231867e-16,1.0,-0.921180815321032,-0.7088817205130589,-0.37466921789248064,0.3623879812758102,4.86489880473795
org_WholeNum,734.0,213154.39373297003,548104.3827395936,5331.0,33680.5,73180.0,179213.5,10039107.0
log_WholeNum,734.0,11.324543532234586,1.2684674502158721,8.581294116822761,10.424673703132058,11.200674379825383,12.096333105329798,16.12199872404898
BlackNum,734.0,30982.948228882833,97145.36822536938,282.0,1818.25,5426.0,17778.75,1226489.0
NotInHighMobility,734.0,0.9863760217983651,0.11600301201565191,0.0,1.0,1.0,1.0,1.0
ReportNH,734.0,0.4659400544959128,0.499178727096627,0.0,0.0,0.0,1.0,1.0
FluVax_Disparity,734.0,15.128065395095367,6.47842066517401,-12.0,12.0,16.0,19.0,37.0
