GEOID,sex_bias,sex_explicit_bias,sex_weighted_bias,sex_weighted_explicit_bias
00030,-0.268537188656895,0.0,,
01001,0.347608232300743,1.27857142857143,0.397886833892947,1.46119516853464
01003,0.424211312853163,2.26797385620915,0.443720194657855,2.18579146881824
01005,0.474008245212913,1.16216216216216,0.445092639388736,1.50902866596321
01007,0.381587821357521,2.05555555555556,0.421544261464726,2.02995881841436
01009,0.545505065767787,3.03333333333333,0.442663560779665,2.40131356473324
01011,0.395075394391163,1.42857142857143,0.423500913743404,1.80354083892837
01013,0.510740388492723,2.1875,0.455663809203088,2.09527110254738
01015,0.422011758039606,1.9571129707113,0.439600621822427,1.8946730273172
01017,0.578221958317798,1.79807692307692,0.493606645471801,1.84314806849648
01019,0.276875441437008,1.02631578947368,0.403165132494151,1.62476151443878
01021,0.413498387199633,3.10869565217391,0.426535275159033,2.48701896379208
01023,0.474201258565557,-1.0,0.429797327346204,1.842817296119
01025,0.159178203726374,1.76190476190476,0.382140884479213,1.88897124693726
01027,0.442484014900118,2.2,0.431852884991254,2.07093207837988
01029,0.438612619632482,1.83333333333333,0.433556455408914,1.91893972523301
01031,0.370939220534546,2.07943925233645,0.40549356338778,2.0573243828596
01033,0.348526183625871,1.57407407407407,0.412967788212021,1.80748240508834
01035,0.686310153173341,-0.25,0.441205359828036,1.75516224612894
01037,0.522702886405251,2.75,0.43493371527645,2.1661888485322
01039,0.6186540102157,3.79787234042553,0.502611705114081,3.14387151939236
01041,0.460719063819309,3.27777777777778,0.439366466126192,2.63524263333782
01043,0.345762751827913,1.63,0.402943787254781,1.73331729555413
01045,0.384446715043336,2.40425531914894,0.412480596971183,2.3171846316819
01047,0.489174899508689,1.47368421052632,0.439903762365135,1.79891196037778
01049,0.428982271015537,1.98888888888889,0.433862254576388,1.9676568144283
01051,0.366518465925478,2.69915254237288,0.401560435594786,2.55273104377648
01053,0.366959357996334,1.47619047619048,0.417888879663019,1.78793361160653
01055,0.502201748184986,2.015625,0.482989594644882,2.03640298425279
01057,0.363070171774576,4.03846153846154,0.42279916272713,2.71632690902796
01059,0.653023258423004,3.29166666666667,0.45157542397998,2.44251581929239
01061,0.345546169293956,2.74358974358974,0.408516885735108,2.43428726893447
01063,0.907634584967815,1.5,0.432985801059225,2.02361919868069
01065,0.815093163834796,4.66666666666667,0.436347807765741,2.30979193141025
01067,0.388894198412285,2.41935483870968,0.424835725483513,2.22260053881964
01069,0.420382306249349,2.20243902439024,0.435163006784307,2.15476266073876
01071,0.295547930743879,1.17857142857143,0.389823356087518,1.48539407200172
01073,0.332314786055409,1.57510288065844,0.355012132489183,1.52145968550631
01075,0.458733302573117,3.9,0.430342368670843,2.33477001927383
01077,0.281554185628583,1.52739726027397,0.368505947331799,1.64574572130296
01079,0.416722333722813,1.86363636363636,0.426498933538022,1.97839815897111
01081,0.394833306121453,2.02275249722531,0.411314370575124,1.94694104845907
