GEOID,date,state,county,percent_new_test_results_reported_positive_7_day_rolling_average
45025,2021-04-07,SC,Chesterfield County,4.17
45027,2021-04-07,SC,Clarendon County,7.97
45029,2021-04-07,SC,Colleton County,6.8
45031,2021-04-07,SC,Darlington County,3.0
45033,2021-04-07,SC,Dillon County,5.13
45035,2021-04-07,SC,Dorchester County,6.54
45037,2021-04-07,SC,Edgefield County,5.34
45039,2021-04-07,SC,Fairfield County,8.58
45041,2021-04-07,SC,Florence County,3.54
45043,2021-04-07,SC,Georgetown County,2.95
45045,2021-04-07,SC,Greenville County,7.5
45047,2021-04-07,SC,Greenwood County,7.15
45049,2021-04-07,SC,Hampton County,5.83
45051,2021-04-07,SC,Horry County,6.88
45053,2021-04-07,SC,Jasper County,2.54
45055,2021-04-07,SC,Kershaw County,4.99
45057,2021-04-07,SC,Lancaster County,9.59
45059,2021-04-07,SC,Laurens County,14.71
45061,2021-04-07,SC,Lee County,1.6600000000000001
45063,2021-04-07,SC,Lexington County,4.93
45067,2021-04-07,SC,Marion County,2.8
45069,2021-04-07,SC,Marlboro County,4.65
45065,2021-04-07,SC,McCormick County,1.76
45071,2021-04-07,SC,Newberry County,2.61
45073,2021-04-07,SC,Oconee County,7.61
45075,2021-04-07,SC,Orangeburg County,4.17
45077,2021-04-07,SC,Pickens County,8.97
45079,2021-04-07,SC,Richland County,4.55
45081,2021-04-07,SC,Saluda County,11.81
45083,2021-04-07,SC,Spartanburg County,6.11
45085,2021-04-07,SC,Sumter County,3.7800000000000002
45087,2021-04-07,SC,Union County,2.64
45089,2021-04-07,SC,Williamsburg County,4.24
45091,2021-04-07,SC,York County,8.67
47001,2021-04-07,TN,Anderson County,8.8
47003,2021-04-07,TN,Bedford County,9.92
47005,2021-04-07,TN,Benton County,6.5600000000000005
47007,2021-04-07,TN,Bledsoe County,3.01
47009,2021-04-07,TN,Blount County,8.78
47011,2021-04-07,TN,Bradley County,16.37
47013,2021-04-07,TN,Campbell County,12.0
47015,2021-04-07,TN,Cannon County,3.81
47017,2021-04-07,TN,Carroll County,4.87
47019,2021-04-07,TN,Carter County,17.28
47021,2021-04-07,TN,Cheatham County,10.66
47023,2021-04-07,TN,Chester County,3.5700000000000003
47025,2021-04-07,TN,Claiborne County,5.46
47027,2021-04-07,TN,Clay County,8.33
47029,2021-04-07,TN,Cocke County,11.17
47031,2021-04-07,TN,Coffee County,6.97
47033,2021-04-07,TN,Crockett County,0.0
47035,2021-04-07,TN,Cumberland County,11.23
47037,2021-04-07,TN,Davidson County,4.46
47039,2021-04-07,TN,Decatur County,0.0
47041,2021-04-07,TN,DeKalb County,5.05
47043,2021-04-07,TN,Dickson County,11.41
47045,2021-04-07,TN,Dyer County,3.31
47047,2021-04-07,TN,Fayette County,8.05
47049,2021-04-07,TN,Fentress County,25.67
47051,2021-04-07,TN,Franklin County,6.54
47053,2021-04-07,TN,Gibson County,7.21
47055,2021-04-07,TN,Giles County,6.3
47057,2021-04-07,TN,Grainger County,9.24
47059,2021-04-07,TN,Greene County,10.6
47061,2021-04-07,TN,Grundy County,8.53
47063,2021-04-07,TN,Hamblen County,4.91
47065,2021-04-07,TN,Hamilton County,10.28
47067,2021-04-07,TN,Hancock County,4.17
47069,2021-04-07,TN,Hardeman County,7.14
47071,2021-04-07,TN,Hardin County,7.0
47073,2021-04-07,TN,Hawkins County,21.55
47075,2021-04-07,TN,Haywood County,9.52
47077,2021-04-07,TN,Henderson County,4.46
47079,2021-04-07,TN,Henry County,7.2
47081,2021-04-07,TN,Hickman County,7.91
47083,2021-04-07,TN,Houston County,0.0
47085,2021-04-07,TN,Humphreys County,8.49
47087,2021-04-07,TN,Jackson County,0.0
47089,2021-04-07,TN,Jefferson County,11.95
47091,2021-04-07,TN,Johnson County,7.64
47093,2021-04-07,TN,Knox County,8.8
47095,2021-04-07,TN,Lake County,0.0
47097,2021-04-07,TN,Lauderdale County,3.68
47099,2021-04-07,TN,Lawrence County,10.14
47101,2021-04-07,TN,Lewis County,9.78
47103,2021-04-07,TN,Lincoln County,6.66
47105,2021-04-07,TN,Loudon County,9.06
47111,2021-04-07,TN,Macon County,8.3
47113,2021-04-07,TN,Madison County,7.65
47115,2021-04-07,TN,Marion County,5.23
47117,2021-04-07,TN,Marshall County,8.12
47119,2021-04-07,TN,Maury County,10.65
47107,2021-04-07,TN,McMinn County,10.0
47109,2021-04-07,TN,McNairy County,5.48
47121,2021-04-07,TN,Meigs County,13.65
47123,2021-04-07,TN,Monroe County,9.95
47125,2021-04-07,TN,Montgomery County,9.47
47127,2021-04-07,TN,Moore County,0.0
47129,2021-04-07,TN,Morgan County,27.23
47131,2021-04-07,TN,Obion County,4.21
47133,2021-04-07,TN,Overton County,5.27
47135,2021-04-07,TN,Perry County,2.7800000000000002
47137,2021-04-07,TN,Pickett County,20.0
47139,2021-04-07,TN,Polk County,14.25
47141,2021-04-07,TN,Putnam County,10.52
47143,2021-04-07,TN,Rhea County,11.89
47145,2021-04-07,TN,Roane County,5.02
47147,2021-04-07,TN,Robertson County,10.15
47149,2021-04-07,TN,Rutherford County,11.75
47151,2021-04-07,TN,Scott County,4.33
47153,2021-04-07,TN,Sequatchie County,9.06
47155,2021-04-07,TN,Sevier County,8.1
47157,2021-04-07,TN,Shelby County,4.19
47159,2021-04-07,TN,Smith County,9.98
47161,2021-04-07,TN,Stewart County,2.86
47163,2021-04-07,TN,Sullivan County,19.41
47165,2021-04-07,TN,Sumner County,12.47
47167,2021-04-07,TN,Tipton County,5.01
47169,2021-04-07,TN,Trousdale County,19.21
47171,2021-04-07,TN,Unicoi County,8.3
47173,2021-04-07,TN,Union County,14.9
47175,2021-04-07,TN,Van Buren County,12.5
47177,2021-04-07,TN,Warren County,10.33
47179,2021-04-07,TN,Washington County,18.4
47181,2021-04-07,TN,Wayne County,14.23
47183,2021-04-07,TN,Weakley County,7.53
47185,2021-04-07,TN,White County,12.44
47187,2021-04-07,TN,Williamson County,8.31
47189,2021-04-07,TN,Wilson County,7.98
48001,2021-04-07,TX,Anderson County,6.6
48003,2021-04-07,TX,Andrews County,2.04
48005,2021-04-07,TX,Angelina County,7.74
48007,2021-04-07,TX,Aransas County,7.71
48009,2021-04-07,TX,Archer County,6.67
48011,2021-04-07,TX,Armstrong County,20.0
48013,2021-04-07,TX,Atascosa County,2.19
48015,2021-04-07,TX,Austin County,11.74
48017,2021-04-07,TX,Bailey County,0.0
48019,2021-04-07,TX,Bandera County,5.48
48021,2021-04-07,TX,Bastrop County,8.13
48023,2021-04-07,TX,Baylor County,0.0
48025,2021-04-07,TX,Bee County,9.03
48027,2021-04-07,TX,Bell County,4.5600000000000005
48029,2021-04-07,TX,Bexar County,3.32
48031,2021-04-07,TX,Blanco County,8.88
48033,2021-04-07,TX,Borden County,0.0
48035,2021-04-07,TX,Bosque County,5.72
48037,2021-04-07,TX,Bowie County,5.35
48039,2021-04-07,TX,Brazoria County,8.88
48041,2021-04-07,TX,Brazos County,7.29
48043,2021-04-07,TX,Brewster County,16.67
48045,2021-04-07,TX,Briscoe County,0.0
48047,2021-04-07,TX,Brooks County,11.04
48049,2021-04-07,TX,Brown County,0.26
48051,2021-04-07,TX,Burleson County,9.8
48053,2021-04-07,TX,Burnet County,5.67
48055,2021-04-07,TX,Caldwell County,5.62
48057,2021-04-07,TX,Calhoun County,14.12
48059,2021-04-07,TX,Callahan County,4.64
48061,2021-04-07,TX,Cameron County,9.16
48063,2021-04-07,TX,Camp County,12.91
48065,2021-04-07,TX,Carson County,4.29
48067,2021-04-07,TX,Cass County,3.15
48069,2021-04-07,TX,Castro County,0.0
48071,2021-04-07,TX,Chambers County,7.07
48073,2021-04-07,TX,Cherokee County,0.76
48075,2021-04-07,TX,Childress County,0.0
48077,2021-04-07,TX,Clay County,15.71
48079,2021-04-07,TX,Cochran County,0.0
48081,2021-04-07,TX,Coke County,0.0
48083,2021-04-07,TX,Coleman County,0.0
48085,2021-04-07,TX,Collin County,4.71
48087,2021-04-07,TX,Collingsworth County,20.0
48089,2021-04-07,TX,Colorado County,15.06
48091,2021-04-07,TX,Comal County,4.71
48093,2021-04-07,TX,Comanche County,4.17
48095,2021-04-07,TX,Concho County,0.0
48097,2021-04-07,TX,Cooke County,4.23
48099,2021-04-07,TX,Coryell County,3.33
48101,2021-04-07,TX,Cottle County,0.0
48103,2021-04-07,TX,Crane County,6.67
48105,2021-04-07,TX,Crockett County,0.0
48107,2021-04-07,TX,Crosby County,0.0
48109,2021-04-07,TX,Culberson County,13.89
48111,2021-04-07,TX,Dallam County,0.13
48113,2021-04-07,TX,Dallas County,4.64
48115,2021-04-07,TX,Dawson County,1.43
48117,2021-04-07,TX,Deaf Smith County,12.71
48119,2021-04-07,TX,Delta County,0.0
48121,2021-04-07,TX,Denton County,4.52
48123,2021-04-07,TX,DeWitt County,9.36
48125,2021-04-07,TX,Dickens County,0.0
48127,2021-04-07,TX,Dimmit County,24.93
48129,2021-04-07,TX,Donley County,0.0
48131,2021-04-07,TX,Duval County,2.38
48133,2021-04-07,TX,Eastland County,3.5700000000000003
48135,2021-04-07,TX,Ector County,12.59
48137,2021-04-07,TX,Edwards County,0.0
48141,2021-04-07,TX,El Paso County,11.77
48139,2021-04-07,TX,Ellis County,4.48
48143,2021-04-07,TX,Erath County,8.6
48145,2021-04-07,TX,Falls County,1.81
48147,2021-04-07,TX,Fannin County,1.58
48149,2021-04-07,TX,Fayette County,14.04
48151,2021-04-07,TX,Fisher County,16.67
48153,2021-04-07,TX,Floyd County,18.57
48155,2021-04-07,TX,Foard County,0.0
48157,2021-04-07,TX,Fort Bend County,7.97
48159,2021-04-07,TX,Franklin County,4.76
48161,2021-04-07,TX,Freestone County,0.0
48163,2021-04-07,TX,Frio County,9.64
48165,2021-04-07,TX,Gaines County,2.04
48167,2021-04-07,TX,Galveston County,7.31
48169,2021-04-07,TX,Garza County,8.33
48171,2021-04-07,TX,Gillespie County,4.92
48173,2021-04-07,TX,Glasscock County,0.0
48175,2021-04-07,TX,Goliad County,0.0
48177,2021-04-07,TX,Gonzales County,11.29
48179,2021-04-07,TX,Gray County,9.45
48181,2021-04-07,TX,Grayson County,4.97
48183,2021-04-07,TX,Gregg County,2.8
48185,2021-04-07,TX,Grimes County,4.13
48187,2021-04-07,TX,Guadalupe County,6.12
48189,2021-04-07,TX,Hale County,7.44
48191,2021-04-07,TX,Hall County,0.0
48193,2021-04-07,TX,Hamilton County,0.0
48195,2021-04-07,TX,Hansford County,16.67
48197,2021-04-07,TX,Hardeman County,16.67
48199,2021-04-07,TX,Hardin County,8.08
48201,2021-04-07,TX,Harris County,7.84
48203,2021-04-07,TX,Harrison County,0.8200000000000001
48205,2021-04-07,TX,Hartley County,0.0
48207,2021-04-07,TX,Haskell County,0.0
48209,2021-04-07,TX,Hays County,7.12
48211,2021-04-07,TX,Hemphill County,0.0
48213,2021-04-07,TX,Henderson County,5.33
48215,2021-04-07,TX,Hidalgo County,7.78
48217,2021-04-07,TX,Hill County,5.35
48219,2021-04-07,TX,Hockley County,4.64
48221,2021-04-07,TX,Hood County,3.66
48223,2021-04-07,TX,Hopkins County,3.2800000000000002
48225,2021-04-07,TX,Houston County,1.03
48227,2021-04-07,TX,Howard County,2.74
48229,2021-04-07,TX,Hudspeth County,19.05
48231,2021-04-07,TX,Hunt County,4.76
48233,2021-04-07,TX,Hutchinson County,14.17
48235,2021-04-07,TX,Irion County,0.0
48237,2021-04-07,TX,Jack County,2.38
48239,2021-04-07,TX,Jackson County,13.6
48241,2021-04-07,TX,Jasper County,7.06
48243,2021-04-07,TX,Jeff Davis County,0.0
48245,2021-04-07,TX,Jefferson County,5.29
48247,2021-04-07,TX,Jim Hogg County,1.11
48249,2021-04-07,TX,Jim Wells County,8.01
48251,2021-04-07,TX,Johnson County,4.22
48253,2021-04-07,TX,Jones County,18.45
48255,2021-04-07,TX,Karnes County,4.08
48257,2021-04-07,TX,Kaufman County,3.96
48259,2021-04-07,TX,Kendall County,2.15
48261,2021-04-07,TX,Kenedy County,0.0
48263,2021-04-07,TX,Kent County,0.0
48265,2021-04-07,TX,Kerr County,1.6600000000000001
48267,2021-04-07,TX,Kimble County,0.0
48269,2021-04-07,TX,King County,0.0
48271,2021-04-07,TX,Kinney County,2.86
48273,2021-04-07,TX,Kleberg County,13.87
48275,2021-04-07,TX,Knox County,0.0
48283,2021-04-07,TX,La Salle County,1.3
48277,2021-04-07,TX,Lamar County,4.07
48279,2021-04-07,TX,Lamb County,4.87
48281,2021-04-07,TX,Lampasas County,5.87
48285,2021-04-07,TX,Lavaca County,7.6
48287,2021-04-07,TX,Lee County,2.86
48289,2021-04-07,TX,Leon County,6.49
48291,2021-04-07,TX,Liberty County,10.16
48293,2021-04-07,TX,Limestone County,5.73
48295,2021-04-07,TX,Lipscomb County,0.0
48297,2021-04-07,TX,Live Oak County,3.77
48299,2021-04-07,TX,Llano County,3.93
48301,2021-04-07,TX,Loving County,0.0
48303,2021-04-07,TX,Lubbock County,2.23
48305,2021-04-07,TX,Lynn County,0.0
48313,2021-04-07,TX,Madison County,4.8100000000000005
48315,2021-04-07,TX,Marion County,8.93
48317,2021-04-07,TX,Martin County,5.5600000000000005
48319,2021-04-07,TX,Mason County,0.0
48321,2021-04-07,TX,Matagorda County,18.84
48323,2021-04-07,TX,Maverick County,4.79
48307,2021-04-07,TX,McCulloch County,0.0
48309,2021-04-07,TX,McLennan County,4.3
48311,2021-04-07,TX,McMullen County,0.0
48325,2021-04-07,TX,Medina County,7.2
48327,2021-04-07,TX,Menard County,0.0
48329,2021-04-07,TX,Midland County,6.52
48331,2021-04-07,TX,Milam County,4.88
48333,2021-04-07,TX,Mills County,0.24
48335,2021-04-07,TX,Mitchell County,0.63
48337,2021-04-07,TX,Montague County,2.05
48339,2021-04-07,TX,Montgomery County,8.7
48341,2021-04-07,TX,Moore County,10.54
48343,2021-04-07,TX,Morris County,0.0
48345,2021-04-07,TX,Motley County,0.0
48347,2021-04-07,TX,Nacogdoches County,3.41
48349,2021-04-07,TX,Navarro County,3.14
48351,2021-04-07,TX,Newton County,6.8
48353,2021-04-07,TX,Nolan County,4.76
48355,2021-04-07,TX,Nueces County,6.98
48357,2021-04-07,TX,Ochiltree County,0.0
48359,2021-04-07,TX,Oldham County,0.0
48361,2021-04-07,TX,Orange County,7.2
48363,2021-04-07,TX,Palo Pinto County,5.38
48365,2021-04-07,TX,Panola County,0.9500000000000001
48367,2021-04-07,TX,Parker County,4.37
48369,2021-04-07,TX,Parmer County,0.0
48371,2021-04-07,TX,Pecos County,0.12
48373,2021-04-07,TX,Polk County,10.38
48375,2021-04-07,TX,Potter County,2.36
48377,2021-04-07,TX,Presidio County,0.0
48379,2021-04-07,TX,Rains County,6.55
48381,2021-04-07,TX,Randall County,1.92
48383,2021-04-07,TX,Reagan County,0.0
48385,2021-04-07,TX,Real County,0.0
48387,2021-04-07,TX,Red River County,0.0
48389,2021-04-07,TX,Reeves County,6.18
48391,2021-04-07,TX,Refugio County,1.9
48393,2021-04-07,TX,Roberts County,0.0
48395,2021-04-07,TX,Robertson County,4.64
48397,2021-04-07,TX,Rockwall County,4.39
48399,2021-04-07,TX,Runnels County,0.0
48401,2021-04-07,TX,Rusk County,3.14
48403,2021-04-07,TX,Sabine County,11.21
48405,2021-04-07,TX,San Augustine County,17.62
48407,2021-04-07,TX,San Jacinto County,9.74
48409,2021-04-07,TX,San Patricio County,7.4
48411,2021-04-07,TX,San Saba County,0.0
48413,2021-04-07,TX,Schleicher County,0.0
48415,2021-04-07,TX,Scurry County,0.92
48417,2021-04-07,TX,Shackelford County,0.0
48419,2021-04-07,TX,Shelby County,5.55
48421,2021-04-07,TX,Sherman County,0.0
48423,2021-04-07,TX,Smith County,4.67
48425,2021-04-07,TX,Somervell County,1.43
48427,2021-04-07,TX,Starr County,13.14
48429,2021-04-07,TX,Stephens County,7.14
48431,2021-04-07,TX,Sterling County,0.0
48433,2021-04-07,TX,Stonewall County,0.0
48435,2021-04-07,TX,Sutton County,0.0
48437,2021-04-07,TX,Swisher County,0.0
48439,2021-04-07,TX,Tarrant County,5.34
48441,2021-04-07,TX,Taylor County,7.02
48443,2021-04-07,TX,Terrell County,0.0
48445,2021-04-07,TX,Terry County,4.76
48447,2021-04-07,TX,Throckmorton County,0.0
48449,2021-04-07,TX,Titus County,0.71
48451,2021-04-07,TX,Tom Green County,1.94
48453,2021-04-07,TX,Travis County,4.78
48455,2021-04-07,TX,Trinity County,2.09
48457,2021-04-07,TX,Tyler County,8.06
48459,2021-04-07,TX,Upshur County,1.8
48461,2021-04-07,TX,Upton County,0.0
48463,2021-04-07,TX,Uvalde County,13.72
48465,2021-04-07,TX,Val Verde County,3.45
48467,2021-04-07,TX,Van Zandt County,4.66
48469,2021-04-07,TX,Victoria County,10.12
48471,2021-04-07,TX,Walker County,6.35
48473,2021-04-07,TX,Waller County,6.45
48475,2021-04-07,TX,Ward County,3.33
48477,2021-04-07,TX,Washington County,5.18
48479,2021-04-07,TX,Webb County,4.65
48481,2021-04-07,TX,Wharton County,6.71
48483,2021-04-07,TX,Wheeler County,0.0
48485,2021-04-07,TX,Wichita County,5.37
48487,2021-04-07,TX,Wilbarger County,0.8200000000000001
48489,2021-04-07,TX,Willacy County,13.55
48491,2021-04-07,TX,Williamson County,5.6
48493,2021-04-07,TX,Wilson County,3.5700000000000003
48495,2021-04-07,TX,Winkler County,0.0
48497,2021-04-07,TX,Wise County,3.98
48499,2021-04-07,TX,Wood County,5.49
48501,2021-04-07,TX,Yoakum County,0.0
48503,2021-04-07,TX,Young County,0.0
48505,2021-04-07,TX,Zapata County,0.97
48507,2021-04-07,TX,Zavala County,5.41
51001,2021-04-07,VA,Accomack County,8.79
51003,2021-04-07,VA,Albemarle County,2.67
51510,2021-04-07,VA,Alexandria City,4.58
51005,2021-04-07,VA,Alleghany County,6.72
51007,2021-04-07,VA,Amelia County,7.15
51009,2021-04-07,VA,Amherst County,7.11
51011,2021-04-07,VA,Appomattox County,10.09
51013,2021-04-07,VA,Arlington County,4.77
51015,2021-04-07,VA,Augusta County,7.98
51017,2021-04-07,VA,Bath County,21.9
51019,2021-04-07,VA,Bedford County,7.66
51021,2021-04-07,VA,Bland County,5.0
51023,2021-04-07,VA,Botetourt County,7.61
51520,2021-04-07,VA,Bristol City,28.51
51025,2021-04-07,VA,Brunswick County,2.59
51027,2021-04-07,VA,Buchanan County,27.92
51029,2021-04-07,VA,Buckingham County,6.1
51530,2021-04-07,VA,Buena Vista City,6.42
51031,2021-04-07,VA,Campbell County,13.77
51033,2021-04-07,VA,Caroline County,10.11
51035,2021-04-07,VA,Carroll County,40.75
51036,2021-04-07,VA,Charles City County,4.87
51037,2021-04-07,VA,Charlotte County,6.5
51540,2021-04-07,VA,Charlottesville City,1.71
51550,2021-04-07,VA,Chesapeake City,9.77
51041,2021-04-07,VA,Chesterfield County,7.97
51043,2021-04-07,VA,Clarke County,10.31
51570,2021-04-07,VA,Colonial Heights City,11.03
51580,2021-04-07,VA,Covington City,10.19
51045,2021-04-07,VA,Craig County,19.14
51047,2021-04-07,VA,Culpeper County,7.96
51049,2021-04-07,VA,Cumberland County,12.86
51590,2021-04-07,VA,Danville City,7.97
51051,2021-04-07,VA,Dickenson County,0.71
51053,2021-04-07,VA,Dinwiddie County,17.69
51595,2021-04-07,VA,Emporia City,22.01
51057,2021-04-07,VA,Essex County,10.64
51600,2021-04-07,VA,Fairfax City,0.0
51059,2021-04-07,VA,Fairfax County,6.93
51610,2021-04-07,VA,Falls Church City,4.55
51061,2021-04-07,VA,Fauquier County,10.74
51063,2021-04-07,VA,Floyd County,6.09
51065,2021-04-07,VA,Fluvanna County,6.41
51620,2021-04-07,VA,Franklin City,10.58
51067,2021-04-07,VA,Franklin County,7.8100000000000005
51069,2021-04-07,VA,Frederick County,8.29
51630,2021-04-07,VA,Fredericksburg City,8.11
51640,2021-04-07,VA,Galax City,29.45
51071,2021-04-07,VA,Giles County,8.74
51073,2021-04-07,VA,Gloucester County,9.72
51075,2021-04-07,VA,Goochland County,6.04
51077,2021-04-07,VA,Grayson County,26.75
51079,2021-04-07,VA,Greene County,10.93
51081,2021-04-07,VA,Greensville County,5.8100000000000005
51083,2021-04-07,VA,Halifax County,9.26
51650,2021-04-07,VA,Hampton City,10.92
51085,2021-04-07,VA,Hanover County,9.66
51660,2021-04-07,VA,Harrisonburg City,8.05
51087,2021-04-07,VA,Henrico County,7.05
51089,2021-04-07,VA,Henry County,3.85
51091,2021-04-07,VA,Highland County,7.14
51670,2021-04-07,VA,Hopewell City,9.5
51093,2021-04-07,VA,Isle of Wight County,9.04
51095,2021-04-07,VA,James City County,4.31
51097,2021-04-07,VA,King and Queen County,9.26
51099,2021-04-07,VA,King George County,10.62
51101,2021-04-07,VA,King William County,8.95
51103,2021-04-07,VA,Lancaster County,11.67
51105,2021-04-07,VA,Lee County,6.58
51678,2021-04-07,VA,Lexington City,0.26
51107,2021-04-07,VA,Loudoun County,8.58
51109,2021-04-07,VA,Louisa County,8.42
51111,2021-04-07,VA,Lunenburg County,2.14
51680,2021-04-07,VA,Lynchburg City,12.56
51113,2021-04-07,VA,Madison County,1.63
51683,2021-04-07,VA,Manassas City,9.76
51685,2021-04-07,VA,Manassas Park City,11.9
51690,2021-04-07,VA,Martinsville City,2.3
51115,2021-04-07,VA,Mathews County,11.07
51117,2021-04-07,VA,Mecklenburg County,7.25
51119,2021-04-07,VA,Middlesex County,4.72
51121,2021-04-07,VA,Montgomery County,3.44
51125,2021-04-07,VA,Nelson County,3.1
51127,2021-04-07,VA,New Kent County,5.82
51700,2021-04-07,VA,Newport News City,13.24
51710,2021-04-07,VA,Norfolk City,9.11
51131,2021-04-07,VA,Northampton County,10.23
51133,2021-04-07,VA,Northumberland County,0.0
51720,2021-04-07,VA,Norton City,13.27
51135,2021-04-07,VA,Nottoway County,4.01
51137,2021-04-07,VA,Orange County,4.66
51139,2021-04-07,VA,Page County,3.32
51141,2021-04-07,VA,Patrick County,9.03
51730,2021-04-07,VA,Petersburg City,7.86
51143,2021-04-07,VA,Pittsylvania County,9.43
51735,2021-04-07,VA,Poquoson City,12.81
51740,2021-04-07,VA,Portsmouth City,10.01
51145,2021-04-07,VA,Powhatan County,10.82
51147,2021-04-07,VA,Prince Edward County,8.74
51149,2021-04-07,VA,Prince George County,11.69
51153,2021-04-07,VA,Prince William County,11.06
51155,2021-04-07,VA,Pulaski County,12.61
51750,2021-04-07,VA,Radford City,8.76
51157,2021-04-07,VA,Rappahannock County,8.59
51760,2021-04-07,VA,Richmond City,6.69
51159,2021-04-07,VA,Richmond County,13.18
51770,2021-04-07,VA,Roanoke City,3.2
51161,2021-04-07,VA,Roanoke County,5.72
51163,2021-04-07,VA,Rockbridge County,5.69
51165,2021-04-07,VA,Rockingham County,10.58
51167,2021-04-07,VA,Russell County,11.96
51775,2021-04-07,VA,Salem City,6.97
51169,2021-04-07,VA,Scott County,20.68
51171,2021-04-07,VA,Shenandoah County,7.85
51173,2021-04-07,VA,Smyth County,13.73
51175,2021-04-07,VA,Southampton County,3.24
51177,2021-04-07,VA,Spotsylvania County,12.38
51179,2021-04-07,VA,Stafford County,9.73
51790,2021-04-07,VA,Staunton City,3.2800000000000002
51800,2021-04-07,VA,Suffolk City,9.44
51181,2021-04-07,VA,Surry County,3.63
51183,2021-04-07,VA,Sussex County,7.21
51185,2021-04-07,VA,Tazewell County,8.32
51810,2021-04-07,VA,Virginia Beach City,9.26
51187,2021-04-07,VA,Warren County,7.29
51191,2021-04-07,VA,Washington County,22.79
51820,2021-04-07,VA,Waynesboro City,10.27
51193,2021-04-07,VA,Westmoreland County,10.44
51830,2021-04-07,VA,Williamsburg City,38.57
51840,2021-04-07,VA,Winchester City,12.71
51195,2021-04-07,VA,Wise County,7.69
51197,2021-04-07,VA,Wythe County,17.22
51199,2021-04-07,VA,York County,8.84
54001,2021-04-07,WV,Barbour County,2.43
54003,2021-04-07,WV,Berkeley County,10.88
54005,2021-04-07,WV,Boone County,7.59
54007,2021-04-07,WV,Braxton County,1.43
54009,2021-04-07,WV,Brooke County,5.94
54011,2021-04-07,WV,Cabell County,3.46
54013,2021-04-07,WV,Calhoun County,6.86
54015,2021-04-07,WV,Clay County,12.33
54017,2021-04-07,WV,Doddridge County,6.89
54019,2021-04-07,WV,Fayette County,8.43
54021,2021-04-07,WV,Gilmer County,1.71
54023,2021-04-07,WV,Grant County,14.51
54025,2021-04-07,WV,Greenbrier County,7.02
54027,2021-04-07,WV,Hampshire County,10.51
54029,2021-04-07,WV,Hancock County,7.16
54031,2021-04-07,WV,Hardy County,4.79
54033,2021-04-07,WV,Harrison County,8.62
54035,2021-04-07,WV,Jackson County,7.95
54037,2021-04-07,WV,Jefferson County,9.51
54039,2021-04-07,WV,Kanawha County,9.38
54041,2021-04-07,WV,Lewis County,2.5
54043,2021-04-07,WV,Lincoln County,5.22
54045,2021-04-07,WV,Logan County,7.74
54049,2021-04-07,WV,Marion County,5.76
54051,2021-04-07,WV,Marshall County,6.93
54053,2021-04-07,WV,Mason County,5.8
54047,2021-04-07,WV,McDowell County,3.7
54055,2021-04-07,WV,Mercer County,3.48
54057,2021-04-07,WV,Mineral County,7.38
54059,2021-04-07,WV,Mingo County,7.27
54061,2021-04-07,WV,Monongalia County,4.45
54063,2021-04-07,WV,Monroe County,3.74
54065,2021-04-07,WV,Morgan County,9.2
54067,2021-04-07,WV,Nicholas County,4.41
54069,2021-04-07,WV,Ohio County,11.16
54071,2021-04-07,WV,Pendleton County,1.6400000000000001
54073,2021-04-07,WV,Pleasants County,4.03
54075,2021-04-07,WV,Pocahontas County,2.58
54077,2021-04-07,WV,Preston County,6.78
54079,2021-04-07,WV,Putnam County,10.47
54081,2021-04-07,WV,Raleigh County,15.19
54083,2021-04-07,WV,Randolph County,1.1
54085,2021-04-07,WV,Ritchie County,1.24
54087,2021-04-07,WV,Roane County,4.1
54089,2021-04-07,WV,Summers County,4.98
54091,2021-04-07,WV,Taylor County,4.59
54093,2021-04-07,WV,Tucker County,3.51
54095,2021-04-07,WV,Tyler County,2.21
54097,2021-04-07,WV,Upshur County,2.94
54099,2021-04-07,WV,Wayne County,2.76
54101,2021-04-07,WV,Webster County,1.65
54103,2021-04-07,WV,Wetzel County,11.29
54105,2021-04-07,WV,Wirt County,1.5899999999999999
54107,2021-04-07,WV,Wood County,5.79
54109,2021-04-07,WV,Wyoming County,7.77
55001,2021-04-07,WI,Adams County,8.65
55003,2021-04-07,WI,Ashland County,4.63
55005,2021-04-07,WI,Barron County,8.11
55007,2021-04-07,WI,Bayfield County,9.15
55009,2021-04-07,WI,Brown County,5.91
55011,2021-04-07,WI,Buffalo County,2.2
55013,2021-04-07,WI,Burnett County,8.59
55015,2021-04-07,WI,Calumet County,4.65
55017,2021-04-07,WI,Chippewa County,3.16
55019,2021-04-07,WI,Clark County,3.18
55021,2021-04-07,WI,Columbia County,3.75
55023,2021-04-07,WI,Crawford County,2.19
55025,2021-04-07,WI,Dane County,1.53
55027,2021-04-07,WI,Dodge County,2.9699999999999998
55029,2021-04-07,WI,Door County,4.02
55031,2021-04-07,WI,Douglas County,8.94
55033,2021-04-07,WI,Dunn County,10.39
55035,2021-04-07,WI,Eau Claire County,3.59
55037,2021-04-07,WI,Florence County,4.17
55039,2021-04-07,WI,Fond du Lac County,3.66
55041,2021-04-07,WI,Forest County,1.49
55043,2021-04-07,WI,Grant County,3.91
55045,2021-04-07,WI,Green County,7.47
55047,2021-04-07,WI,Green Lake County,2.0
55049,2021-04-07,WI,Iowa County,4.87
55051,2021-04-07,WI,Iron County,1.99
55053,2021-04-07,WI,Jackson County,2.56
55055,2021-04-07,WI,Jefferson County,8.7
