,count,mean,std,min,25%,50%,75%,max
CvdVax_DisparityY,758.0,11.505351721741356,9.347533871358712,-13.361862921203166,5.04604939422115,9.814144414707961,16.60579957329973,66.28038469962416
MedianInc_WholeAvg,758.0,7.217914334238485e-16,1.0,-1.8907301224232813,-0.6324371005783226,-0.2357722628277848,0.33805878565165093,5.055824984604716
MedianInc_Disparity,758.0,-8.436523247811215e-17,0.9999999999999998,-5.4978389239169925,-0.4577461174425915,0.05184644433633562,0.5310199640361373,5.661719056316267
HighSchool_WholeRate,758.0,1.1811132546935703e-15,1.0,-4.6865625652986145,-0.5571502584721362,0.1847441559746549,0.7446644687646857,1.8458410839184114
HighSchool_Disparity,758.0,-9.37391471979024e-17,1.0,-4.7081027661954105,-0.5547253705005102,-0.07206989332495661,0.49949580333030463,4.500455679917132
FacNumRate,758.0,-3.374609299124486e-16,0.9999999999999998,-1.9952874872800173,-0.5803376111497834,-0.22147238429721658,0.24306478983979615,6.303637761530165
CaseRate,758.0,1.0311306191769264e-16,1.0,-2.7100693755650345,-0.6689539454349416,0.011974706389439708,0.6281303885992109,5.632018287796108
IT_WholeRate,758.0,1.1998610841331507e-15,1.0,-3.835740717895272,-0.5589695406485982,0.1034696054542434,0.6986021003487728,2.030565303207962
IT_Disparity,758.0,-7.499131775832192e-17,1.0,-2.874687006103344,-0.5912548037222926,-0.05845395650004683,0.5409469966249787,6.087784388242281
urban,758.0,0.604221635883905,0.48934011961216667,0.0,0.0,1.0,1.0,1.0
vehicle,758.0,5.999305420665753e-16,1.0,-14.108753465914567,-0.22472518469989045,0.15870001492667588,0.46140411989501623,1.1475334244899316
republican_rate,758.0,-1.1248697663748289e-16,0.9999999999999999,-2.9557676478876704,-0.6624662408077436,0.10132535440495517,0.797484172975268,1.9060688358335387
Segregation,758.0,-7.499131775832192e-17,1.0,-2.778351600354584,-0.7187985354186073,0.05857234043764488,0.7153468943208983,2.554341532432839
racial_weighted_bias,758.0,2.7090613540193793e-15,1.0,-4.702325533302405,-0.4281287712051255,0.0988877806005557,0.47690483461777833,2.3758089755466285
hesitancy,758.0,1.3123480607706336e-16,0.9999999999999998,-2.8134367807051,-0.7048370231725667,0.08588788590213331,0.5471440828623749,2.4580626131262333
Black_Prop,758.0,-9.37391471979024e-18,0.9999999999999998,-0.9021836187434401,-0.7099762314428619,-0.3773471034487156,0.3387332492711167,4.921004422389328
org_WholeNum,758.0,226531.34960422164,566782.700174523,5331.0,34368.25,76237.0,191084.25,10039107.0
log_WholeNum,758.0,11.366026625187645,1.2872913047135233,8.581294116822761,10.444888445622235,11.241595151358176,12.160468084227345,16.12199872404898
BlackNum,758.0,30653.456464379946,95856.64656695523,282.0,1830.75,5470.0,18019.25,1226489.0
NotInHighMobility,758.0,0.9841688654353562,0.12490433002164594,0.0,1.0,1.0,1.0,1.0
ReportNH,758.0,0.48284960422163586,0.5000357250841956,0.0,0.0,0.0,1.0,1.0
FluVax_Disparity,758.0,15.20712401055409,6.452804120506539,-12.0,12.0,16.0,19.0,37.0
